"Index","AAPL.Open","AAPL.High","AAPL.Low","AAPL.Close","AAPL.Volume","AAPL.Adjusted"
"2016-01-04",25.6525001525879,26.3425006866455,25.5,26.3374996185303,270597600,24.0090637207031
"2016-01-05",26.4375,26.4624996185303,25.6025009155273,25.6774997711182,223164000,23.407413482666
"2016-01-06",25.1399993896484,25.5925006866455,24.9675006866455,25.1749992370605,273829600,22.949333190918
"2016-01-07",24.6700000762939,25.0324993133545,24.1075000762939,24.1124992370605,324377600,21.980770111084
"2016-01-08",24.6375007629395,24.7775001525879,24.1900005340576,24.2399997711182,283192000,22.0970001220703
"2016-01-11",24.7425003051758,24.7649993896484,24.3349990844727,24.6324996948242,198957600,22.454797744751
"2016-01-12",25.1375007629395,25.1725006103516,24.7099990844727,24.9899997711182,196616800,22.7806930541992
"2016-01-13",25.0799999237061,25.2975006103516,24.3250007629395,24.3474998474121,249758400,22.1949977874756
"2016-01-14",24.4899997711182,25.1200008392334,23.9349994659424,24.8799991607666,252680400,22.680419921875
"2016-01-15",24.0499992370605,24.4274997711182,23.8400001525879,24.2824993133545,319335600,22.1357440948486
"2016-01-19",24.6025009155273,24.6625003814697,23.875,24.1650009155273,212350800,22.0286293029785
"2016-01-20",23.7749996185303,24.5475006103516,23.3549995422363,24.1975002288818,289337600,22.0582580566406
"2016-01-21",24.2649993896484,24.4699993133545,23.7350006103516,24.0750007629395,208646000,21.9465885162354
"2016-01-22",24.6574993133545,25.3649997711182,24.5925006866455,25.3549995422363,263202000,23.1134281158447
"2016-01-25",25.3799991607666,25.3824996948242,24.8024997711182,24.8600006103516,207178000,22.6621856689453
"2016-01-26",24.9825000762939,25.2199993133545,24.5174999237061,24.9974994659424,300308000,22.7875328063965
"2016-01-27",24.0100002288818,24.1574993133545,23.3349990844727,23.3549995422363,533478800,21.2902450561523
"2016-01-28",23.4475002288818,23.6299991607666,23.0974998474121,23.5224990844727,222715200,21.4429321289062
"2016-01-29",23.6975002288818,24.3349990844727,23.5874996185303,24.3349990844727,257666000,22.1835994720459
"2016-02-01",24.1175003051758,24.1774997711182,23.8500003814697,24.1075000762939,163774000,21.9762096405029
"2016-02-02",23.8549995422363,24.0100002288818,23.5699996948242,23.6200008392334,149428800,21.5318126678467
"2016-02-03",23.75,24.2099990844727,23.5200004577637,24.0874996185303,183857200,21.957986831665
"2016-02-04",23.9650001525879,24.3325004577637,23.7975006103516,24.1499996185303,185886800,22.1344127655029
"2016-02-05",24.1299991607666,24.2299995422363,23.4225006103516,23.5049991607666,185672400,21.5432472229004
"2016-02-08",23.2824993133545,23.9249992370605,23.2600002288818,23.7525005340576,216085600,21.7700862884521
"2016-02-09",23.5725002288818,23.9850006103516,23.4825000762939,23.7474994659424,177324800,21.7655086517334
"2016-02-10",23.9799995422363,24.0874996185303,23.5249996185303,23.5674991607666,169374400,21.6005268096924
"2016-02-11",23.4475002288818,23.6800003051758,23.1474990844727,23.4249992370605,200298800,21.4699211120605
"2016-02-12",23.5475006103516,23.625,23.2525005340576,23.4974994659424,161405600,21.5363712310791
"2016-02-16",23.7549991607666,24.2124996185303,23.6525001525879,24.1599998474121,196231600,22.1435852050781
"2016-02-17",24.1674995422363,24.5524997711182,24.0375003814697,24.5300006866455,179452800,22.4826946258545
"2016-02-18",24.7099990844727,24.7224998474121,24.0224990844727,24.0650005340576,156084000,22.0565147399902
"2016-02-19",24,24.1900005340576,23.9500007629395,24.0100002288818,141496800,22.0060977935791
"2016-02-22",24.0774993896484,24.2250003814697,23.9799995422363,24.2199993133545,137123200,22.1985740661621
"2016-02-23",24.1000003814697,24.125,23.6375007629395,23.6725006103516,127770400,21.6967697143555
"2016-02-24",23.4950008392334,24.0949993133545,23.3299999237061,24.0249996185303,145022800,22.0198516845703
"2016-02-25",24.0125007629395,24.1900005340576,23.8125,24.1900005340576,110330800,22.1710796356201
"2016-02-26",24.2999992370605,24.5049991607666,24.1450004577637,24.2275009155273,115964400,22.2054462432861
"2016-02-29",24.2150001525879,24.5575008392334,24.1625003814697,24.1725006103516,140865200,22.1550369262695
"2016-03-01",24.4125003814697,25.1924991607666,24.3549995422363,25.1324996948242,201628400,23.0349140167236
"2016-03-02",25.1275005340576,25.2224998474121,24.9099998474121,25.1875,132678400,23.0853328704834
"2016-03-03",25.1450004577637,25.4274997711182,25.1124992370605,25.375,147822800,23.2571773529053
"2016-03-04",25.5925006866455,25.9375,25.3425006866455,25.7525005340576,184220400,23.6031684875488
"2016-03-07",25.5974998474121,25.7075004577637,25.2399997711182,25.4675006866455,143315600,23.3419609069824
"2016-03-08",25.1949996948242,25.4400005340576,25.1000003814697,25.2574996948242,126247600,23.1494827270508
"2016-03-09",25.3274993896484,25.3950004577637,25.0674991607666,25.2800006866455,108806800,23.1701049804688
"2016-03-10",25.3525009155273,25.5599994659424,25.0375003814697,25.2924995422363,134054400,23.1815605163574
"2016-03-11",25.5599994659424,25.5699996948242,25.375,25.5650005340576,109632800,23.4313163757324
"2016-03-14",25.4775009155273,25.7275009155273,25.4449996948242,25.6299991607666,100304400,23.4908905029297
"2016-03-15",25.9899997711182,26.2950000762939,25.9624996185303,26.1450004577637,160270800,23.962911605835
"2016-03-16",26.1525001525879,26.5774993896484,26.1474990844727,26.4925003051758,153214000,24.2814083099365
"2016-03-17",26.3799991607666,26.6175003051758,26.2399997711182,26.4500007629395,137682800,24.24245262146
"2016-03-18",26.5849990844727,26.625,26.2975006103516,26.4799995422363,176820800,24.269947052002
"2016-03-21",26.4825000762939,26.9125003814697,26.2849998474121,26.4775009155273,142010800,24.2676582336426
"2016-03-22",26.3125,26.8225002288818,26.3024997711182,26.6800003051758,129777600,24.453254699707
