"Index" "AAPL.Open" "AAPL.High" "AAPL.Low" "AAPL.Close" "AAPL.Volume" "AAPL.Adjusted"
"2016-06-24" "2016-06-24" 23.2275009155273 23.6650009155273 23.1625003814697 23.3500003814697 301245600 21.5314826965332
"2016-06-27" "2016-06-27" 23.25 23.2625007629395 22.875 23.0100002288818 181958400 21.2179622650146
"2016-06-28" "2016-06-28" 23.2250003814697 23.4150009155273 23.0349998474121 23.3974990844727 161779600 21.5752830505371
"2016-06-29" "2016-06-29" 23.4925003051758 23.6375007629395 23.4074993133545 23.6000003814697 146124000 21.7620143890381
"2016-06-30" "2016-06-30" 23.6100006103516 23.9424991607666 23.5750007629395 23.8999996185303 143345600 22.0386447906494
"2016-07-01" "2016-07-01" 23.8724994659424 24.1175003051758 23.8325004577637 23.9724998474121 104106000 22.1055068969727
"2016-07-05" "2016-07-05" 23.8474998474121 23.8500003814697 23.6149997711182 23.7474994659424 110820800 21.8980293273926
"2016-07-06" "2016-07-06" 23.6499996185303 23.9150009155273 23.5925006866455 23.8824996948242 123796400 22.0225105285645
"2016-07-07" "2016-07-07" 23.9249992370605 24.125 23.9050006866455 23.9850006103516 100558400 22.1170291900635
"2016-07-08" "2016-07-08" 24.1224994659424 24.2224998474121 24.0125007629395 24.1700000762939 115648400 22.2876224517822
"2016-07-11" "2016-07-11" 24.1875 24.4125003814697 24.1825008392334 24.2450008392334 95179600 22.3567733764648
"2016-07-12" "2016-07-12" 24.2924995422363 24.4249992370605 24.2800006866455 24.3549995422363 96670000 22.4582118988037
"2016-07-13" "2016-07-13" 24.3525009155273 24.4174995422363 24.2099990844727 24.2175006866455 103568800 22.3314228057861
"2016-07-14" "2016-07-14" 24.3474998474121 24.7474994659424 24.3299999237061 24.6975002288818 155676000 22.7740383148193
"2016-07-15" "2016-07-15" 24.7299995422363 24.8250007629395 24.625 24.6949996948242 120548000 22.7717342376709
"2016-07-18" "2016-07-18" 24.6749992370605 25.0324993133545 24.6499996185303 24.9575004577637 145975600 23.0137882232666
"2016-07-19" "2016-07-19" 24.8899993896484 25 24.8349990844727 24.9675006866455 95119600 23.0230102539062
"2016-07-20" "2016-07-20" 25 25.1149997711182 24.9349994659424 24.9899997711182 105104000 23.0437602996826
"2016-07-21" "2016-07-21" 24.9575004577637 25.25 24.7824993133545 24.8575000762939 130808000 22.9215774536133
"2016-07-22" "2016-07-22" 24.8150005340576 24.8250007629395 24.5774993896484 24.6650009155273 113254800 22.7440700531006
"2016-07-25" "2016-07-25" 24.5625 24.7099990844727 24.2299995422363 24.3349990844727 161531600 22.439769744873
"2016-07-26" "2016-07-26" 24.2049999237061 24.4925003051758 24.1049995422363 24.1674995422363 224959200 22.2853164672852
"2016-07-27" "2016-07-27" 26.0674991607666 26.0874996185303 25.6875 25.7374992370605 369379200 23.7330379486084
"2016-07-28" "2016-07-28" 25.7075004577637 26.1124992370605 25.7049999237061 26.0849990844727 159479200 24.0534820556641
"2016-07-29" "2016-07-29" 26.0475006103516 26.1375007629395 25.9200000762939 26.0524997711182 110934800 24.0235137939453
"2016-08-01" "2016-08-01" 26.1025009155273 26.5375003814697 26.1025009155273 26.5125007629395 152671600 24.4476871490479
"2016-08-02" "2016-08-02" 26.5125007629395 26.5174999237061 26 26.1200008392334 135266400 24.0857582092285
"2016-08-03" "2016-08-03" 26.2024993896484 26.4599990844727 26.1924991607666 26.4475002288818 120810400 24.3877487182617
"2016-08-04" "2016-08-04" 26.3950004577637 26.5 26.3199996948242 26.4675006866455 109634800 24.538402557373
"2016-08-05" "2016-08-05" 26.5674991607666 26.9125003814697 26.5450000762939 26.8700008392334 162213600 24.9115676879883
"2016-08-08" "2016-08-08" 26.8799991607666 27.0925006866455 26.7900009155273 27.0925006866455 112148800 25.1178531646729
"2016-08-09" "2016-08-09" 27.0575008392334 27.2350006103516 27.0025005340576 27.2024993896484 105260800 25.2198371887207
"2016-08-10" "2016-08-10" 27.1774997711182 27.2250003814697 26.9400005340576 27 96034000 25.0320911407471
"2016-08-11" "2016-08-11" 27.1299991607666 27.2325000762939 26.9624996185303 26.9825000762939 109938000 25.0158729553223
"2016-08-12" "2016-08-12" 26.9449996948242 27.1100006103516 26.9449996948242 27.0450000762939 74641600 25.0738143920898
"2016-08-15" "2016-08-15" 27.0349998474121 27.3850002288818 27.0200004577637 27.3700008392334 103472800 25.3751277923584
"2016-08-16" "2016-08-16" 27.4074993133545 27.5575008392334 27.3024997711182 27.3449993133545 135177600 25.3519477844238
"2016-08-17" "2016-08-17" 27.2749996185303 27.3425006866455 27.0849990844727 27.3050003051758 101424000 25.3148632049561
"2016-08-18" "2016-08-18" 27.3075008392334 27.3999996185303 27.2549991607666 27.2700004577637 87938800 25.282413482666
"2016-08-19" "2016-08-19" 27.1924991607666 27.4225006103516 27.0900001525879 27.3400001525879 101472400 25.3473167419434
"2016-08-22" "2016-08-22" 27.2150001525879 27.2749996185303 26.9624996185303 27.1275005340576 103280800 25.1503009796143
"2016-08-23" "2016-08-23" 27.1474990844727 27.3299999237061 27.1324996948242 27.2124996185303 85030800 25.2291030883789
"2016-08-24" "2016-08-24" 27.1424999237061 27.1875 26.9200000762939 27.0074996948242 94700400 25.0390434265137
"2016-08-25" "2016-08-25" 26.8474998474121 26.9699993133545 26.6700000762939 26.8924999237061 100344800 24.932430267334
"2016-08-26" "2016-08-26" 26.8525009155273 26.9874992370605 26.5774993896484 26.7350006103516 111065200 24.7864112854004
"2016-08-29" "2016-08-29" 26.6550006866455 26.8600006103516 26.5725002288818 26.7049999237061 99881200 24.7585964202881
"2016-08-30" "2016-08-30" 26.4500007629395 26.625 26.375 26.5 99455600 24.5685367584229
"2016-08-31" "2016-08-31" 26.4150009155273 26.6424999237061 26.4099998474121 26.5249996185303 118649600 24.5917148590088
"2016-09-01" "2016-09-01" 26.5349998474121 26.7000007629395 26.4050006866455 26.6825008392334 106806000 24.7377338409424
"2016-09-02" "2016-09-02" 26.9249992370605 27 26.7049999237061 26.9325008392334 107210000 24.9695129394531
"2016-09-06" "2016-09-06" 26.9750003814697 27.0750007629395 26.8775005340576 26.9249992370605 107521600 24.962553024292
"2016-09-07" "2016-09-07" 26.9575004577637 27.1900005340576 26.7674999237061 27.0900001525879 169457200 25.1155338287354
"2016-09-08" "2016-09-08" 26.8125 26.8174991607666 26.3099994659424 26.3799991607666 212008000 24.4572792053223
"2016-09-09" "2016-09-09" 26.1599998474121 26.4300003051758 25.7824993133545 25.7824993133545 186228000 23.9033279418945
"2016-09-12" "2016-09-12" 25.6625003814697 26.4300003051758 25.6324996948242 26.3600006103516 181171200 24.4387359619141
"2016-09-13" "2016-09-13" 26.8775005340576 27.1975002288818 26.8099994659424 26.9874992370605 248704800 25.0205039978027
"2016-09-14" "2016-09-14" 27.1825008392334 28.2574996948242 27.1499996185303 27.9424991607666 443554800 25.9058971405029
"2016-09-15" "2016-09-15" 28.4650001525879 28.9325008392334 28.3724994659424 28.8924999237061 359934400 26.7866630554199
"2016-09-16" "2016-09-16" 28.7800006866455 29.0324993133545 28.5100002288818 28.7299995422363 319547600 26.6360015869141
"2016-09-19" "2016-09-19" 28.7975006103516 29.0450000762939 28.3125 28.3950004577637 188092000 26.3254203796387
"2016-09-20" "2016-09-20" 28.2625007629395 28.5300006866455 28.1275005340576 28.3924999237061 138057200 26.3230953216553
"2016-09-21" "2016-09-21" 28.4624996185303 28.4974994659424 28.1100006103516 28.3875007629395 144012800 26.3184642791748
"2016-09-22" "2016-09-22" 28.5874996185303 28.7350006103516 28.5 28.6550006866455 124296000 26.566463470459
"2016-09-23" "2016-09-23" 28.6049995422363 28.6975002288818 27.8875007629395 28.1774997711182 209924800 26.1237678527832
"2016-09-26" "2016-09-26" 27.9099998474121 28.3474998474121 27.8875007629395 28.2199993133545 119477600 26.1631736755371
"2016-09-27" "2016-09-27" 28.25 28.2950000762939 28.0849990844727 28.2724990844727 98429600 26.2118473052979
"2016-09-28" "2016-09-28" 28.4225006103516 28.6599998474121 28.3575000762939 28.4874992370605 118564400 26.4111728668213
"2016-09-29" "2016-09-29" 28.2900009155273 28.4500007629395 27.9500007629395 28.0450000762939 143548000 26.0009250640869
"2016-09-30" "2016-09-30" 28.1149997711182 28.3425006866455 27.9500007629395 28.2625007629395 145516400 26.2025775909424
"2016-10-03" "2016-10-03" 28.1774997711182 28.2625007629395 28.0699996948242 28.1299991607666 86807200 26.0797328948975
"2016-10-04" "2016-10-04" 28.2649993896484 28.5774993896484 28.1574993133545 28.25 118947200 26.1909847259521
"2016-10-05" "2016-10-05" 28.3500003814697 28.4150009155273 28.1725006103516 28.2625007629395 85812400 26.2025775909424
"2016-10-06" "2016-10-06" 28.4249992370605 28.5849990844727 28.2824993133545 28.4724998474121 115117200 26.397274017334
"2016-10-07" "2016-10-07" 28.5774993896484 28.6399993896484 28.3775005340576 28.5149993896484 97433600 26.4366664886475
"2016-10-10" "2016-10-10" 28.7549991607666 29.1875 28.6800003051758 29.0125007629395 144944000 26.8979091644287
"2016-10-11" "2016-10-11" 29.4249992370605 29.6725006103516 29.0499992370605 29.0750007629395 256164000 26.9558563232422
"2016-10-12" "2016-10-12" 29.3374996185303 29.4950008392334 29.1875 29.3349990844727 150347200 27.1969013214111
"2016-10-13" "2016-10-13" 29.1975002288818 29.3600006103516 28.9300003051758 29.2450008392334 140769600 27.1134605407715
"2016-10-14" "2016-10-14" 29.4699993133545 29.5424995422363 29.2824993133545 29.4074993133545 142608800 27.2641220092773
"2016-10-17" "2016-10-17" 29.3325004577637 29.4599990844727 29.1949996948242 29.3875007629395 94499600 27.2455825805664
"2016-10-18" "2016-10-18" 29.5450000762939 29.5524997711182 29.3624992370605 29.3675003051758 98214000 27.2270374298096
"2016-10-19" "2016-10-19" 29.3125 29.4400005340576 28.4500007629395 29.2800006866455 80138400 27.1459140777588
"2016-10-20" "2016-10-20" 29.2150001525879 29.3449993133545 29.0825004577637 29.2649993896484 96503200 27.1320095062256
"2016-10-21" "2016-10-21" 29.2024993896484 29.2275009155273 29.0699996948242 29.1499996185303 92770800 27.0253829956055
"2016-10-24" "2016-10-24" 29.2749996185303 29.4349994659424 29.25 29.4125003814697 94154800 27.2687568664551
"2016-10-25" "2016-10-25" 29.4874992370605 29.5900001525879 29.3274993896484 29.5625 192516000 27.4078254699707
"2016-10-26" "2016-10-26" 28.5774993896484 28.9249992370605 28.3274993896484 28.8974990844727 264536800 26.7912902832031
"2016-10-27" "2016-10-27" 28.8474998474121 28.9650001525879 28.5249996185303 28.6200008392334 138248000 26.5340175628662
"2016-10-28" "2016-10-28" 28.4675006866455 28.8024997711182 28.3624992370605 28.4300003051758 151446800 26.3578681945801
"2016-10-31" "2016-10-31" 28.4125003814697 28.5575008392334 28.2999992370605 28.3850002288818 105677600 26.3161468505859
"2016-11-01" "2016-11-01" 28.3649997711182 28.4424991607666 27.6324996948242 27.8724994659424 175303200 25.8410034179688
"2016-11-02" "2016-11-02" 27.8500003814697 28.0874996185303 27.8075008392334 27.8974990844727 113326800 25.8641757965088
"2016-11-03" "2016-11-03" 27.7450008392334 27.8649997711182 27.3875007629395 27.4575004577637 107730400 25.5869483947754
"2016-11-04" "2016-11-04" 27.1324996948242 27.5625 27.0275001525879 27.2099990844727 123348000 25.3563060760498
"2016-11-07" "2016-11-07" 27.5200004577637 27.6275005340576 27.3649997711182 27.6025009155273 130240000 25.7220687866211
"2016-11-08" "2016-11-08" 27.5774993896484 27.9300003051758 27.4249992370605 27.7649993896484 97016800 25.8735008239746
"2016-11-09" "2016-11-09" 27.4699993133545 27.8299999237061 27.0125007629395 27.7199993133545 236705600 25.8315658569336
"2016-11-10" "2016-11-10" 27.7724990844727 27.7724990844727 26.4575004577637 26.9475002288818 228538000 25.1116905212402
"2016-11-11" "2016-11-11" 26.7800006866455 27.2175006866455 26.6375007629395 27.1075000762939 136575600 25.2607917785645
"2016-11-14" "2016-11-14" 26.9274997711182 26.9524993896484 26.0200004577637 26.4274997711182 204702000 24.6271152496338
"2016-11-15" "2016-11-15" 26.6424999237061 26.9200000762939 26.5400009155273 26.7775001525879 129058000 24.9532699584961
"2016-11-16" "2016-11-16" 26.6749992370605 27.5575008392334 26.6499996185303 27.4974994659424 235362000 25.6242218017578
"2016-11-17" "2016-11-17" 27.4524993896484 27.5874996185303 27.2075004577637 27.4874992370605 110528000 25.6149005889893
"2016-11-18" "2016-11-18" 27.4300003051758 27.6350002288818 27.4150009155273 27.5149993896484 113715600 25.6405277252197
"2016-11-21" "2016-11-21" 27.5300006866455 27.9974994659424 27.5025005340576 27.9325008392334 117058400 26.0295829772949
"2016-11-22" "2016-11-22" 27.9874992370605 28.1049995422363 27.8500003814697 27.9500007629395 103862000 26.0458908081055
"2016-11-23" "2016-11-23" 27.8400001525879 27.8775005340576 27.5825004577637 27.8075008392334 109705600 25.9131050109863
"2016-11-25" "2016-11-25" 27.7824993133545 27.9675006866455 27.7374992370605 27.9475002288818 45903600 26.0435619354248
"2016-11-28" "2016-11-28" 27.8575000762939 28.1175003051758 27.8474998474121 27.8924999237061 108776000 25.9923133850098
"2016-11-29" "2016-11-29" 27.6949996948242 28.0074996948242 27.5174999237061 27.8649997711182 114115200 25.9666843414307
"2016-11-30" "2016-11-30" 27.8999996185303 28.0499992370605 27.5674991607666 27.6299991607666 144649200 25.7476921081543
